Id,Reputation,UpVotes,DownVotes,AccountId
"106848","101","0","0","9500892"
"106849","1","0","0","3790807"
"106850","101","0","0","11380920"
"106851","1","0","0","11651368"
"106852","101","0","0","2529950"
"106853","101","0","0","5857781"
"106854","101","1","0","9850580"
"106855","121","2","0","761690"
"106856","1","0","0","11634695"
"106857","101","7","0","7484415"
"106858","1","0","0","11653099"
"106859","1","0","0","11653175"
"106860","1","0","0","10779074"
"106861","111","2","0","3638186"
"106862","101","0","0","365237"
"106863","1","0","0","1767560"
"106864","101","0","0","923667"
"106865","1","0","0","8122292"
"106866","101","1","0","1927945"
"106867","1","0","0","9257518"
"106868","8","0","0","7400820"
"106869","1","0","0","7677443"
"106870","1","0","0","11093028"
"106871","101","0","0","1077608"
"106872","1","0","0","7421033"
"106873","1","0","0","11655993"
"106874","1","0","0","5407043"
"106875","1","0","0","11601946"
"106876","1","0","0","11656880"
"106877","3","0","0","9245979"
"106878","1","0","0","342466"
"106879","1","0","0","11280654"
"106880","3","0","0","8266227"
"106881","1","0","0","11657431"
"106882","101","3","0","11509086"
"106883","1","0","0","5672179"
"106884","21","2","0","9259751"
"106885","1","0","0","7152747"
"106886","1","0","0","11658566"
"106887","101","0","0","3491961"
"106888","11","0","0","10508007"
"106889","101","0","0","784120"
"106890","1","0","0","11660936"
"106891","101","1","0","11180612"
"106892","1","0","0","11357892"
"106893","1","0","0","10893131"
"106894","101","1","0","41537"
"106895","101","0","0","4470442"
"106896","1","0","0","11167110"
"106897","1","0","0","8053164"
"106898","1","0","0","11052429"
"106899","1","0","0","11039750"
"106900","1","0","0","11119772"
"106901","1","0","0","7012951"
"106902","1","0","0","185536"
"87774","1","0","0","7799917"
"87775","31","0","0","8886662"
"87776","101","0","0","6631508"
"87777","1","0","0","4725557"
"87779","101","0","0","2520597"
"87780","1","0","0","8864258"
"87781","1","0","0","8727702"
"87782","101","1","0","472347"
"87783","185","4","0","8837777"
"87784","1","0","0","1806883"
"87785","101","0","0","8072420"
"87786","1","0","0","1986496"
"87788","31","0","0","8887860"
"87789","1","0","0","5954284"
"87790","1","0","0","8481611"
"87793","1","0","0","8520477"
"87794","1","0","0","7799405"
"87795","101","0","0","2540792"
"87796","6","0","0","8888805"
"87797","101","1","0","6434702"
"87798","1","0","0","6315092"
"87799","101","0","0","92658"
"87800","101","1","0","3068400"
"87801","1","0","0","8889496"
"87802","101","2","0","5341434"
"87803","1","0","0","419133"
"87805","101","0","0","3107535"
"87806","1","0","0","6908832"
"87807","71","0","0","8890247"
"87808","108","2","0","4529850"
"87809","121","5","0","3996319"
"87810","101","0","0","430214"
"87811","101","0","0","5545921"
"87812","1","0","0","8696399"
"87813","1","0","0","367123"
"87814","101","1","0","4150253"
"87815","1","0","0","8890763"
"87816","1","0","0","8890755"
"87817","1","0","0","8891000"
"87818","1","0","0","8852801"
"87819","1","0","0","1990742"
"87820","11","0","0","8532311"
"87821","1","0","0","2804097"
"87822","1","0","0","3482961"
"87823","101","3","0","2144961"
"87824","1","0","0","3849248"
"87825","1","0","0","4626430"
"87826","236","1","0","8884787"
"87827","121","4","0","5046672"
"87828","1","0","0","326116"
"87829","101","10","0","1187006"
"87830","16","0","0","8224931"
"87831","1","0","0","4860397"
"87832","1","0","0","8873741"
"87833","1","0","0","3878974"
"87835","101","0","0","6766782"
"87836","3","0","0","8333205"
"87837","1","0","0","8894346"
"87838","1","0","0","6897510"
"87839","104","4","0","7972551"
"87841","101","0","0","3308562"
"87842","11","0","0","5200321"
"87843","101","0","0","28740"
"87844","3","0","0","3730815"
"87846","1","0","0","7776759"
"87849","6","0","0","8896608"
"87850","1","0","0","5165681"
"87851","101","0","0","2001371"
"87852","101","1","0","50882"
"87854","1","0","0","7959777"
"87855","101","1","0","358855"
"87856","1","0","0","8897660"
"87857","1","0","0","8551593"
"87858","1","0","0","7108842"
"87859","1","0","0","8526255"
"87860","1","0","0","7500895"
"87861","1","0","0","8316140"
"87862","101","0","0","2878202"
"87864","1","0","0","6600753"
"87865","1","0","0","8888788"
"87866","170","37","0","5063932"
"87867","8","0","0","8213146"
"87868","1","0","0","6549997"
"87869","6","0","0","8899421"
"87870","1","0","0","3590104"
"87871","101","0","0","5715909"
"87872","16","1","0","6235769"
"87873","101","2","0","4608587"
"87874","1","0","0","1246186"
"87875","1","0","0","8894848"
"87876","1","0","0","8900310"
"87877","1","0","0","8900470"
"87878","1","0","0","6569246"
"87879","1","0","0","8888331"
"87880","101","0","0","360720"
"87881","1","0","0","3043846"
"87882","161","2","0","5471272"
"87883","56","1","0","7982936"
"87884","8","0","0","8590206"
"87886","101","0","0","6243573"
"87887","39","3","0","8902211"
"87888","16","0","0","8902285"
"87889","1","0","0","1093434"
"87890","101","1","0","2092358"
"87891","1","0","0","5412575"
"87892","101","3","0","3914269"
"87893","1","0","0","4390974"
"87894","101","0","0","1129279"
"87895","1","0","0","6761383"
"87897","1","0","0","8851896"
"87898","73","2","0","934306"
"87899","101","2","0","171115"
"87901","1","0","0","3814705"
"87902","101","1","0","3156594"
"87903","6","0","0","7670929"
"87904","1","0","0","8887336"
"87905","1","0","0","1883439"
"87906","1","0","0","8904219"
"87907","1","0","0","8656805"
"87908","101","2","0","1201151"
"87909","1","0","0","6010"
"87910","1","0","0","4457176"
"87911","1","0","0","6455619"
"87913","1","0","0","8897555"
"87914","1","0","0","8905545"
"87915","1","0","0","1579014"
"87916","18","0","0","8905657"
"87917","111","1","0","7452561"
"87918","101","2","0","2577405"
"87919","1","0","0","8337941"
"87920","101","0","0","7695954"
"87921","101","1","0","5658046"
"87922","1","0","0","7972454"
"87923","26","0","0","8906914"
"87924","1","0","0","2688580"
"87925","19","0","0","8907217"
"87926","1","0","0","7000798"
"87927","1","0","0","6808010"
"87928","503","156","4","8642008"
"87929","1","0","0","3380349"
"87930","1","0","0","4483160"
"87932","1","0","0","8285174"
"87933","1","0","0","8908618"
"87934","101","0","0","1023659"
"87936","101","0","0","4816466"
"87937","1","0","0","8482104"
"87939","1","0","0","8909767"
"87941","101","0","0","1710481"
"87943","1","0","0","8910817"
"87944","101","0","0","3306447"
"87945","416","7","0","8910911"
"87946","101","0","0","6501398"
"87947","149","0","0","298024"
"87948","101","0","0","3072876"
"87949","13","0","0","8873263"
"87952","101","2","0","1207648"
"87953","1","0","0","8784173"
"87954","1","0","0","8905700"
"87955","1","0","0","1753580"
"87956","1","0","0","175459"
"87957","1","0","0","8911873"
"87958","211","0","0","1572403"
"87960","1","0","0","8912132"
"87962","1","0","0","2743183"
"87964","1","0","0","8912419"
"87965","1","0","0","8879603"
"87966","101","0","0","8891184"
"87967","101","3","0","3317788"
"87968","101","2","0","3062937"
"87969","106","1","0","1369354"
"87970","11","0","0","8798982"
"87971","1","0","0","8855241"
"87972","101","1","0","2050082"
"87973","101","0","0","3442267"
"87974","101","5","0","3082287"
"87975","1","0","0","8830179"
"87976","1","0","0","4456170"
"87977","1","0","0","2616963"
"87978","1","0","0","8914826"
"87979","101","1","0","1927926"
"87980","101","14","0","4605085"
"87981","1","0","0","8909322"
"87982","101","0","0","135987"
"87983","199","1","0","4538112"
"87984","1","0","0","139997"
"87985","1","0","0","8682228"
"87986","16","0","0","8915563"
"87987","1","0","0","8915903"
"87988","101","1","0","386770"
"87989","1","0","0","7454721"
"87990","1","0","0","257309"
"87991","101","0","0","3189513"
"87992","1","0","0","8831861"
"87993","1","0","0","7599549"
"87994","101","19","0","1728105"
"87995","101","0","0","205044"
"87996","1","0","0","1862992"
"87997","168","2","0","6653984"
"87998","6","0","0","7670095"
"87999","101","1","0","3178280"
"88000","1","0","0","8912206"
"88001","1","0","0","8556154"
"88002","101","4","0","8333233"
"88003","1","0","0","1373304"
"88004","1","0","0","8904271"
"88005","1","0","0","8917224"
"88006","1","0","0","8917349"
"88007","106","0","0","233741"
"88009","101","8","0","6561574"
"88010","8","0","0","8877977"
"88011","1","0","0","331372"
"88012","1","0","0","3108785"
"88013","101","57","0","7030473"
"88014","1","0","0","8918511"
"88015","1","0","0","7631195"
"88016","1","0","0","2836920"
"88018","1","0","0","8918673"
"88019","138","10","0","8311031"
"88020","101","0","0","1877342"
"88021","101","0","0","2087862"
"88022","1","0","0","8919119"
"88023","1","0","0","8919183"
"88024","1","0","0","8919274"
"88025","1","0","0","6465603"
"88026","8","0","0","4240933"
"88027","101","0","0","8266923"
"88028","1","0","0","5726921"
"88030","1","0","0","8883094"
"88031","1","0","0","5616573"
"88032","1","0","0","8302163"
"88033","101","2","0","364961"
"88034","101","2","0","3736322"
"88035","101","0","0","7506254"
"88037","1","0","0","7156625"
"88038","101","1","0","2257068"
"88039","101","0","0","6542876"
"88040","1","0","0","8683220"
"88041","1","0","0","8921131"
"88042","101","1","0","1154840"
"88043","101","0","0","3733354"
"88044","1","0","0","481667"
"88045","1","0","0","7952099"
"88046","1","0","0","8577550"
"88047","1","0","0","2405578"
"88048","13","0","0","5419181"
"88049","111","0","0","5835630"
"88050","1","0","0","1499790"
"88051","1","0","0","3003883"
"88052","1","0","0","8910080"
"88053","1","0","0","6337171"
"88054","1","0","0","334516"
"88055","1","0","0","7657511"
"88056","6","0","0","8922415"
"88057","101","1","0","129510"
"88058","101","0","0","3460465"
"88059","51","0","0","7837359"
"88060","101","0","0","523253"
"88061","101","1","0","4744464"
"88062","111","0","0","2855823"
"88063","1","0","0","8923082"
"88064","1","0","0","8532882"
"88065","70","4","0","8533490"
"88066","1","0","0","1571682"
"88067","1","0","0","5217458"
"88068","1","0","0","980364"
"88069","1","0","0","8923306"
"88070","101","0","0","4167919"
"88072","58","0","0","8529077"
"88073","1","0","0","443074"
"88074","1","0","0","8669662"
"88075","3","0","0","1254161"
"88076","69","3","0","8924661"
"88078","1","0","0","7664916"
"88080","1","0","0","8696037"
"88081","101","0","0","3318565"
"88082","1","0","0","5828002"
"88083","6","0","0","1112496"
"88084","1","0","0","7934861"
"88085","1","0","0","8404110"
"88086","101","2","0","89990"
"88087","1","0","0","3686796"
"88090","1","0","0","8568347"
"88091","9","0","0","3871364"
"88093","101","0","0","5040194"
"88095","101","4","0","1308615"
"88096","1","0","0","8121760"
"88097","101","0","0","3008422"
"88098","1","0","0","7143304"
"88099","101","0","0","1101651"
"88100","1","0","0","8926237"
"88101","1","0","0","8813868"
"88102","1","0","0","8521385"
"88103","1","0","0","8926353"
"88104","101","0","0","913838"
"88105","121","5","0","2195846"
"88106","101","2","0","450430"
"88107","11","0","0","8926716"
"88108","1","0","0","3679716"
"88109","101","3","0","314925"
"88110","68","14","0","8680037"
"88111","1","0","0","1806685"
"88112","1","0","0","8922918"
"88113","1","0","0","7938662"
"88114","1","0","0","7175487"
"88116","1","0","0","7956861"
"88117","101","31","0","8066002"
"88118","1","0","0","8399599"
"88120","101","1","0","18437"
"88121","1","0","0","7255552"
"88122","1","0","0","8928144"
"88123","1","0","0","8928157"
"88125","11","0","0","2469337"
"88126","130","2","0","1761976"
"88127","1","0","0","2381474"
"88128","101","0","0","4922250"
"88130","1","0","0","7071428"
"88131","11","0","0","8930112"
"88132","1","0","0","8794884"
"88133","1","0","0","4559718"
"88134","1","0","0","2324058"
"88135","1","0","0","2607874"
"88136","101","0","0","6196678"
"88137","1","0","0","6104819"
"88138","1","0","0","3791775"
"88139","1","0","0","8889223"
"88140","1","0","0","8930945"
"88141","28","0","0","5342689"
"88142","1","0","0","2663467"
"88143","1","0","0","8605475"
"88144","1","0","0","8931829"
"88146","101","0","0","8121814"
"88147","1","0","0","1839945"
"88149","101","3","0","7551899"
"678","1569","208","2","26886"
"680","291","43","1","30129"
"682","101","0","0","127386"
"683","131","1","0","148265"
"684","1","0","0","78662"
"685","121","19","0","36250"
"687","111","8","0","13928"
"688","101","3","0","35656"
"692","101","10","0","3354"
"695","101","4","0","1249"
"696","337","39","3","14386"
"697","101","0","0","102816"
"698","101","12","0","1785"
"699","101","2","0","26693"
"701","101","4","0","34192"
"704","21","0","0","65780"
"705","66","6","0","17746"
"706","121","21","0","12772"
"707","101","14","0","9853"
"711","211","4","0","30287"
"712","141","4","0","14639"
"713","101","7","0","60451"
"715","186","10","0","508548"
"716","101","0","0","109"
"719","131","4","0","5590"
"720","101","0","0","5329"
"721","3451","19","9","179386"
"727","18","2","0","508549"
"728","261","6","0","2654"
"729","101","0","0","3092"
"730","101","1","0","1784"
"740","101","0","0","10039"
"741","5693","411","49","26334"
"742","101","0","0","28311"
"743","133","9","0","31775"
"747","296","4","1","28952"
"748","101","8","0","27824"
"751","144","5","0","9139"
"753","101","3","0","25065"
"754","101","0","0","82292"
"755","101","0","0","25838"
"756","101","0","0","3047"
"757","101","0","0","25557"
"759","101","0","0","55635"
"762","101","0","0","3610"
"764","960","194","1","74486"
"765","101","3","0","12069"
"767","101","0","0","20143"
"769","780","49","7","31293"
"770","101","0","0","11329"
"773","101","0","0","13474"
"774","101","15","0","879"
"776","133","5","0","19752"
"777","38","0","0","152610"
"778","328","25","0","9480"
"779","405","1","0","11354"
"782","101","0","0","43248"
"783","576","3","0","508551"
"784","31","1","0","508552"
"785","101","4","0","44201"
"786","81","0","0","88015"
"787","101","0","0","7621"
"788","431","34","1","17203"
"789","201","965","0","144161"
"791","101","0","0","2348"
"793","101","1","0","42738"
"794","101","0","0","22389"
"797","101","8","0","12850"
"798","136","1","0","42207"
"800","143","11","0","25438"
"801","275","4","0","168687"
"802","380","30","0","44189"
"803","101","1","0","10420"
"804","301","25","0","508553"
"807","205","3","0","34895"
"808","101","21","0","25568"
"811","101","1","0","22337"
"813","146","8","0","78867"
"814","121","18","0","21588"
"818","670","130","3","15535"
"820","101","11","0","87626"
"822","101","0","0","24410"
"823","101","3","0","41916"
"824","171","30","0","22822"
"825","612","52","1","508554"
"826","41","1","0","508555"
"828","101","0","0","15125"
"831","414","51","1","33622"
"833","101","0","0","78039"
"834","181","0","0","1924"
"836","121","1","0","15651"
"837","101","0","0","27223"
"839","101","0","0","25430"
"840","41","0","0","508556"
"841","101","2","0","11930"
"842","181","0","0","34956"
"843","101","0","0","29767"
"844","103","0","0","47791"
"848","187","32","2","4200"
"849","1176","164","0","75"
"851","101","0","0","115"
"852","138","9","0","7074"
"853","1121","1","0","71637"
"854","101","0","0","9115"
"855","101","4","0","11510"
"857","182","16","1","11298"
"860","216","2","0","33146"
"861","101","23","0","76476"
"862","161","0","0","66227"
"865","3111","13","2","505099"
"866","101","6","0","25074"
"867","101","0","0","60234"
"869","207","6","1","10775"
"870","101","0","0","56864"
"872","156","8","0","157380"
"874","31","0","0","508558"
"875","88","3","0","86105"
"877","101","0","0","61696"
"878","101","0","0","1927"
"879","11","0","0","86726"
"880","101","6","0","21584"
"883","101","2","0","3948"
"884","161","7","0","85837"
"886","101","0","0","12350"
"888","101","15","0","5934"
"889","468","12","2","100493"
"890","153","1","0","22566"
"891","2989","325","14","171937"
"892","177","37","0","12235"
"893","101","0","0","7460"
"894","101","0","0","157533"
"896","51","0","0","172490"
"897","91","0","0","508559"
"898","101","1","0","30864"
"900","101","0","0","18321"
"902","101","0","0","508"
"904","101","0","0","8320"
"906","1","0","0","508560"
"907","480","15","0","32582"
"908","353","13","0","173522"
"909","101","1","0","34335"
"910","6","0","0","508561"
"911","134","20","0","53947"
"916","350","17","2","199240"
"919","649","105","9","508562"
"920","101","1","0","9868"
"921","141","27","0","19505"
"922","101","1","0","53270"
"923","101","17","0","17611"
"925","101","1","0","69515"
"928","368","12","0","142724"
"929","101","0","0","67402"
"930","127","10","1","72243"
"932","110","0","0","508563"
"933","101","0","0","11272"
"934","101","3","0","21900"
"935","101","2","0","304"
"936","58","1","0","119436"
"938","253","15","3","7936"
"939","148","4","0","145657"
"944","101","15","0","92710"
"945","141","9","0","70"
"946","101","7","0","9063"
"948","101","2","0","5193"
"949","111","0","0","28362"
"950","371","2","0","195052"
"951","101","2","0","3937"
"952","121","8","0","101846"
"953","5260","92","26","219420"
"954","173","0","0","54384"
"957","231","36","0","15238"
"959","138","0","0","164999"
"962","6464","1186","187","182295"
"964","129","7","0","48493"
"968","100","0","1","38517"
"969","101","0","0","12904"
"970","105","5","0","23448"
"971","101","2","0","1908"
"972","131","4","0","20282"
"974","892","23","1","9811"
"975","131","10","10","24885"
"976","101","2","0","23686"
"977","101","0","0","84239"
"979","101","2","0","24436"
"980","101","1","0","7704"
"981","101","7","0","22842"
"982","1368","614","6","157339"
"983","101","5","0","52660"
"984","101","24","0","19220"
"985","101","0","0","154"
"986","500","99","3","9123"
"987","101","2","0","13627"
"989","141","40","0","133399"
"991","141","0","0","508564"
"993","11","0","0","496327"
"994","21","0","0","172778"
"995","101","0","0","3125"
"997","181","3","0","4294"
"998","13360","449","199","38717"
"999","1353","1050","34","36933"
"1001","101","0","0","957"
"1004","841","137","4","40400"
"1007","101","0","0","1089"
"1008","101","0","0","186912"
"1009","147","4","0","44558"
"1011","101","1","0","29210"
"1012","1376","6","1","30815"
"1013","101","0","0","67380"
"1014","101","0","0","154897"
"1015","1","0","0","7693"
"1017","101","0","0","13373"
"1018","31","6","0","508565"
"1019","101","34","0","18236"
"1020","101","2","0","28208"
"1021","1031","254","2","11619"
"1022","1","0","0","34549"
"1023","101","86","0","23951"
"1024","1051","58","2","81629"
"1025","323","16","0","48205"
"1026","129","1","0","37815"
"1027","101","5","1","10790"
"1028","101","14","0","5543"
"1029","101","14","0","52362"
"1031","1","0","0","173207"
"1032","189","1","0","286164"
"1034","101","6","0","67714"
"1035","121","1","0","132268"
"1036","153","61","0","80504"
"1037","126","4","0","225103"
"1038","101","1","0","129145"
"1039","103","18","0","3982"
"1040","414","20","3","114151"
"1041","101","0","0","114840"
"1044","136","0","0","508567"
"1045","101","22","0","47126"
"1046","156","42","0","61324"
"1048","101","0","0","43056"
"1049","101","4","0","19078"
"1051","181","15","0","49380"
"1052","101","14","0","8937"
"1057","190","21","0","202683"
"1058","317","6","0","36961"
"1059","103","40","0","19079"
"1060","101","11","0","9215"
"1061","101","0","0","69161"
"1062","101","7","0","45607"
"1063","101","0","0","112005"
"1067","127","66","3","3110"
"1069","81","0","0","285217"
"1072","196","0","0","106420"
"1074","101","4","0","721"
"1075","101","0","0","67171"
"1076","101","1","0","105960"
"1077","101","0","0","56549"
"1079","101","0","0","24507"
"1080","101","0","0","67231"
"1081","161","7","0","61875"
"1083","101","0","0","18330"
"1084","101","3","0","95400"
"1085","121","73","0","9886"
"1087","154","53","0","2728"
"1088","131","3","0","5054"
"1089","101","0","0","70850"
"1090","101","0","0","87997"
"42789","101","3","0","1029513"
"42790","51","1","0","1252672"
"42791","1","0","0","2283300"
"42792","101","0","0","42777"
"42793","145","5","0","4095034"
"42794","108","2","0","2703618"
"42795","101","1","0","4009168"
"42796","128","1","0","328785"
"42797","101","0","0","3178906"
"42798","1","0","0","4095633"
"42799","101","0","0","24530"
"42800","1","0","0","4095794"
"42801","8","0","0","3831713"
"42802","101","1","0","1609084"
"42803","1","0","0","4095940"
"42807","101","0","0","463167"
"42808","13","0","0","4096648"
"42809","1","0","0","3415166"
"42810","101","0","0","1786308"
"42811","101","0","0","1378320"
"42812","101","5","0","314561"
"42813","101","3","0","4097371"
"42814","1","0","0","4051141"
"42815","1","0","0","4097341"
"42816","1","0","0","1041809"
"42817","1","0","0","4097844"
"42818","101","0","0","3678749"
"42819","101","0","0","1388706"
"42820","1","0","0","4097809"
"42821","101","0","0","392713"
"42822","101","0","0","3248796"
"42823","1","0","0","1029599"
"42825","101","0","0","1421161"
"42826","1","0","0","4074695"
"42828","101","0","0","3223468"
"42829","9","0","0","1168504"
"42830","1","0","0","4099969"
"42832","1","0","0","4100214"
"42833","11","0","0","1934685"
"42834","1","0","0","4100279"
"42835","1","0","0","3222236"
"42836","1","0","0","4100866"
"42837","1","0","0","4100856"
"42838","1","0","0","3823062"
"42839","101","0","0","2105895"
"42840","1","0","0","3407839"
"42841","101","0","0","309638"
"42842","101","5","0","11498"
"42843","1","0","0","3738621"
"42844","101","0","0","1753456"
"42845","126","0","0","2625179"
"42846","103","5","0","3868717"
"42847","1","0","0","4102171"
"42848","1","0","0","1798541"
"42849","1278","28","1","2738412"
"42850","1","0","0","1613750"
"42852","101","0","0","3462925"
"42854","156","0","0","1661508"
"42855","186","83","0","1403038"
"42856","21","0","0","4103388"
"42857","1","0","0","4103739"
"42859","1","0","0","198373"
"42860","34","0","0","4103927"
"42862","1","0","0","419985"
"42863","101","0","0","2971609"
"42864","101","1","0","1827373"
"42866","101","0","0","2999198"
"42867","28","4","0","4104128"
"42868","1","0","0","4104235"
"42869","101","0","0","2352084"
"42870","110","12","0","2498724"
"42871","101","0","0","4035419"
"42872","1","0","0","4104565"
"42873","1","0","0","2006595"
"42874","101","0","0","871793"
"42875","101","1","0","10034"
"42876","3","0","0","3217155"
"42877","1","0","0","1740780"
"42879","101","2","0","204698"
"42880","1","0","0","1533826"
"42881","144","0","0","398697"
"42882","1","0","0","2694005"
"42883","101","4","0","74371"
"42884","1","0","0","4105734"
"42885","11","0","0","4105831"
"42886","101","2","0","497117"
"42887","1","0","0","2372945"
"42888","101","0","0","1001201"
"42889","101","0","0","2554972"
"42890","101","3","0","3219510"
"42891","8","0","0","237258"
"42892","1","0","0","2650886"
"42893","101","2","0","1258414"
"42894","13","0","0","4071806"
"42895","1","0","0","3542137"
"42896","101","5","0","372526"
"42897","101","0","0","3309213"
"42898","8","0","0","540183"
"42899","101","0","0","2030"
"42900","101","0","0","1554518"
"42901","1","0","0","2707889"
"42902","101","0","0","1652701"
"42903","101","0","0","4107590"
"42904","1","0","0","4094332"
"42905","1","0","0","4022611"
"42906","1","0","0","4105553"
"42907","101","0","0","3103722"
"42908","166","4","0","929489"
"42910","16","0","0","4108528"
"42912","1","0","0","410380"
"42913","101","4","0","1748947"
"42914","101","1","0","3024342"
"42915","1","0","0","4108709"
"42916","1","0","0","186942"
"42917","1","0","0","3040425"
"42918","101","0","0","2633250"
"42919","1","0","0","3694411"
"42920","101","0","0","2707308"
"42921","1","0","0","4108087"
"42922","101","0","0","2382935"
"42923","1","0","0","3928922"
"42924","1","0","0","4083283"
"42925","101","1","0","64910"
"42926","101","0","0","2113072"
"42927","101","0","0","1302374"
"42928","1","0","0","4104582"
"42929","1","0","0","4112098"
"42930","1","0","0","4079114"
"42931","101","0","0","400788"
"42932","1","0","0","4112509"
"42934","1","0","0","4112564"
"42935","1","0","0","4111506"
"42937","1","0","0","4112629"
"42938","1","0","0","4112534"
"42939","121","6","0","3932403"
"42940","1","0","0","2648952"
"42941","1","0","0","3835646"
"42943","1","0","0","2517297"
"42944","101","0","0","109857"
"42945","101","0","0","3678408"
"42947","96","0","0","4114002"
"42948","8","0","0","3368981"
"42949","11","0","0","2539065"
"42951","34","0","0","4114331"
"42952","1","0","0","2120303"
"42953","101","0","0","4114101"
"42954","240","5","0","981123"
"42955","101","5","0","299330"
"42956","1","0","0","4115160"
"42958","1","0","0","1758785"
"42959","101","0","0","1898269"
"42960","103","0","0","56734"
"42961","1","0","0","4115838"
"42962","136","9","0","1113411"
"42963","101","0","0","3260945"
"42964","6","0","0","1199415"
"42965","101","0","0","2019593"
"42966","1","0","0","1429418"
"42968","101","0","0","2218936"
"42969","101","0","0","278857"
"42970","16","0","0","3430434"
"42971","1","0","0","3361582"
"42972","21","0","0","3838274"
"42973","101","0","0","1004287"
"42974","1","0","0","1229307"
"42975","101","0","0","1416036"
"42977","5","0","0","4118799"
"42978","91","1","0","4119089"
"42979","118","3","0","4086109"
"42980","101","0","0","1591324"
"42982","1","0","0","4119475"
"42984","6","0","0","4119744"
"42985","48","0","0","2205482"
"42986","1","0","0","59207"
"42987","101","1","0","2747221"
"42988","101","0","0","125694"
"42989","101","0","0","201429"
"42990","406","524","48","4120398"
"42991","1","0","0","1317253"
"42992","1","0","0","465089"
"42993","101","0","0","234799"
"42994","8","0","0","3315775"
"42995","145","0","0","1990618"
"42996","1","0","0","1780170"
"42999","1","0","0","4121831"
"43000","103","0","0","1827136"
"43002","63","2","0","370965"
"43003","1","0","0","1781198"
"43004","101","0","0","3697798"
"43006","1","0","0","4116934"
"43007","101","11","0","1420278"
"43008","1","0","0","289574"
"43009","1","0","0","3574220"
"43010","149","119","0","24828"
"43011","101","0","0","300169"
"43012","101","0","0","1720259"
"43013","1","0","0","1743036"
"43015","101","0","0","1074971"
"43016","1","0","0","3695265"
"43017","1","0","0","2296742"
"43018","1","0","0","4124040"
"43019","101","0","0","317333"
"43020","13","0","0","4124298"
"43021","101","3","0","1496855"
"43022","101","1","0","417743"
"43023","101","0","0","112025"
"43024","1","0","0","4124806"
"43025","123","1","0","2316345"
"43026","1","0","0","1073173"
"43027","101","0","0","2507550"
"43028","101","0","0","4118124"
"43029","105","2","0","366157"
"43031","101","0","0","277383"
"43032","101","13","0","2028602"
"43033","1","0","0","3726552"
"43035","101","3","0","291899"
"43036","1","0","0","4124521"
"43037","1","0","0","1762839"
"43039","1","0","0","3094349"
"43040","101","0","0","26201"
"43042","101","0","0","2337297"
"43043","1","0","0","4128060"
"43044","101","0","0","2369089"
"43045","1","0","0","4108990"
"43046","1","0","0","165952"
"43047","101","0","0","443737"
"43048","147","61","0","1830957"
"43050","1","0","0","136786"
"43052","115","3","0","4129643"
"43053","248","6","0","2304983"
"43054","1","0","0","4015873"
"43055","1","0","0","4130247"
"43057","1","0","0","166299"
"43058","101","0","0","437199"
"43059","101","1","0","4093709"
"43060","1","0","0","2687286"
"43061","1","0","0","3420688"
"43062","101","0","0","4009564"
"43064","101","0","0","321338"
"43065","1","0","0","4113922"
"43066","101","0","0","374512"
"43067","111","0","0","898829"
"43068","101","0","0","304142"
"43069","1","0","0","1815936"
"43071","1","0","0","3100583"
"43072","30","1","0","2413323"
"43073","1","0","0","2658093"
"43074","76","1","0","2580989"
"43075","1","0","0","5883"
"43076","11","0","0","4133052"
"43078","101","0","0","3851821"
"43081","1","0","0","2346923"
"43082","1","0","0","2535257"
"43084","70","12","0","3774828"
"43086","121","0","0","3503093"
"43087","1","0","0","2767496"
"43088","101","1","0","356742"
"43089","1","0","0","2590817"
"43090","101","1","0","880294"
"43091","1","0","0","2833675"
"43092","23","1","0","3492031"
"43094","108","0","0","2080886"
"43095","1","0","0","1485033"
"43096","101","0","0","3391519"
"43097","101","5","0","1365282"
"43098","1","0","0","1849204"
"43099","1","0","0","4126551"
"43101","101","0","0","1199796"
"43102","1","0","0","4137635"
"43103","1","0","0","3429154"
"43105","1","0","0","2039041"
"43106","1","0","0","1602705"
"43107","1","0","0","3713605"
"43108","101","0","0","541917"
"43109","108","7","0","3035018"
"43111","101","7","0","2565621"
"43112","1","0","0","1296565"
"43113","101","0","0","4138586"
"43114","101","0","0","2130043"
"43115","13","0","0","1277104"
"43116","11","0","0","4133654"
"43117","11","0","0","2778815"
"43118","1","0","0","3944050"
"43119","101","0","0","615"
"43120","101","0","0","24954"
"43121","101","0","0","2809572"
"43122","1","0","0","4137083"
"43123","7","0","0","2389704"
"43124","18","0","0","2041540"
"43125","1","0","0","2177231"
"43126","1","0","0","4134042"
"43129","6","0","0","4139914"
"43131","1","0","0","2924134"
"43132","101","8","0","1254047"
"43134","1","0","0","3855926"
"43135","1","0","0","3573915"
"43136","101","4","0","1327"
"43137","101","0","0","20438"
"43138","1","0","0","2773091"
"43139","1","0","0","2216504"
"43140","101","0","0","103853"
"43141","1","0","0","2732706"
"43142","1","0","0","3936343"
"43143","16","0","0","1361912"
"43144","156","0","0","1413288"
"43145","8","0","0","4142017"
"43146","101","0","0","5784"
"43148","114","1","0","483814"
"19766","101","1","0","22681"
"19767","146","1","0","1532446"
"19768","128","0","0","1078704"
"19770","36","0","0","1833166"
"19772","1","0","0","1135101"
"19773","17","0","0","1833623"
"19774","1","0","0","313071"
"19777","101","0","0","1200736"
"19778","21","0","0","1834617"
