Id,PostId,VoteTypeId,UserId
"3016","825","2",""
"3017","480","5","363"
"3018","482","5","363"
"3019","482","2",""
"3020","626","2",""
"3021","735","2",""
"3022","226","2",""
"3023","109","2",""
"3024","478","3",""
"3025","814","2",""
"3026","829","2",""
"3027","830","5","363"
"3028","827","2",""
"3029","668","2",""
"3030","343","2",""
"3031","268","2",""
"3032","268","5","364"
"3033","802","2",""
"3034","771","2",""
"3035","757","2",""
"3036","212","2",""
"3037","195","2",""
"3038","195","5","364"
"3039","40","2",""
"3040","571","2",""
"3041","480","2",""
"3042","480","5","364"
"3043","454","2",""
"3044","832","10",""
"3045","486","2",""
"3046","394","5","364"
"3047","394","2",""
"3048","394","2",""
"3049","394","5","22"
"3050","821","2",""
"3051","820","2",""
"3052","831","2",""
"3053","830","2",""
"3054","771","2",""
"3055","279","3",""
"3056","696","2",""
"3057","829","2",""
"3058","278","2",""
"3059","270","2",""
"3060","273","2",""
"3061","16","2",""
"3062","830","2",""
"3063","807","2",""
"3064","85","2",""
"3065","11","2",""
"3066","765","2",""
"3067","8","2",""
"3068","480","2",""
"3069","800","2",""
"3070","41","2",""
"3071","717","2",""
"3072","15","2",""
"3073","495","2",""
"3074","706","2",""
"3075","794","2",""
"3076","109","2",""
"3077","671","2",""
"3078","773","2",""
"3079","775","2",""
"3080","31","2",""
"3081","300","2",""
"3083","830","2",""
"3084","833","2",""
"3086","829","2",""
"3088","801","2",""
"3089","811","2",""
"3090","810","2",""
"3092","834","3",""
"3093","781","2",""
"3094","331","2",""
"3095","430","2",""
"3096","812","2",""
"3097","130","2",""
"3098","637","2",""
"3099","765","2",""
"3100","831","2",""
"3101","730","2",""
"3102","819","2",""
"3103","808","2",""
"3104","820","2",""
"3105","821","2",""
"3106","493","2",""
"3107","811","2",""
"3108","801","5","189"
"3109","760","2",""
"3110","770","2",""
"3111","803","2",""
"3112","758","5","83"
"3113","817","2",""
"3114","826","2",""
"3117","621","2",""
"3118","766","2",""
"3119","789","2",""
"3120","825","2",""
"3121","456","2",""
"3122","786","2",""
"3123","807","2",""
"3124","827","2",""
"3125","765","2",""
"3126","765","5","263"
"3127","360","5","263"
"3128","360","2",""
"3129","771","2",""
"3130","827","2",""
"3131","292","2",""
"3132","292","5","263"
"3133","829","2",""
"3134","825","2",""
"3135","830","5","51"
"3136","838","2",""
"3137","839","2",""
"3138","836","2",""
"3139","839","2",""
"3140","839","5","119"
"3141","760","2",""
"3142","758","2",""
"3143","7","2",""
"3144","210","2",""
"3145","394","2",""
"3146","210","2",""
"3148","829","2",""
"3149","466","2",""
"3150","833","2",""
"3151","840","2",""
"3152","829","2",""
"3153","845","2",""
"3154","845","2",""
"3155","824","2",""
"3156","844","2",""
"3157","824","2",""
"3158","824","5","20"
"3159","41","5","365"
"3160","846","3",""
"3161","844","2",""
"3162","850","2",""
"3163","850","2",""
"3164","840","2",""
"3165","848","2",""
"3166","842","2",""
"3167","841","2",""
"3168","846","3",""
"3169","801","2",""
"3170","811","2",""
"3171","848","2",""
"3172","848","2",""
"3173","845","2",""
"3174","843","2",""
"3175","850","2",""
"3176","826","2",""
"3177","809","2",""
"3178","765","2",""
"3179","766","2",""
"3180","854","2",""
"3181","854","2",""
"3182","766","2",""
"3183","789","2",""
"3184","768","2",""
"3185","856","2",""
"3186","846","10",""
"3187","854","2",""
"3188","856","2",""
"3189","845","2",""
"3190","279","2",""
"3191","857","2",""
"3192","856","2",""
"3193","854","2",""
"3194","862","2",""
"3195","857","2",""
"3196","844","2",""
"3197","865","2",""
"3198","859","2",""
"3199","848","2",""
"3200","865","2",""
"3201","839","2",""
"3202","850","2",""
"3203","736","2",""
"3204","865","2",""
"3205","861","2",""
"3206","859","2",""
"3207","862","2",""
"3208","856","2",""
"3209","857","2",""
"3210","860","2",""
"3211","848","2",""
"3212","857","2",""
"3213","859","2",""
"3214","868","2",""
"3215","870","2",""
"3216","855","2",""
"3217","852","2",""
"3219","839","5","189"
"3220","841","2",""
"3221","870","2",""
"3222","863","2",""
"3223","563","2",""
"3224","854","2",""
"3225","841","2",""
"3226","862","2",""
"3227","861","2",""
"3228","873","2",""
"3229","853","2",""
"3230","870","2",""
"3231","839","2",""
"3232","845","2",""
"3233","841","2",""
"3234","871","2",""
"3235","830","5","292"
"3236","830","2",""
"3237","871","2",""
"3238","853","5","281"
"3239","853","5","35"
"3240","853","2",""
"3241","871","2",""
"3242","855","2",""
"3243","845","2",""
"3244","854","5","256"
"3245","7","5","281"
"3246","854","2",""
"3247","830","5","281"
"3248","862","2",""
"3249","856","2",""
"3250","854","5","189"
"3251","854","2",""
"3252","856","2",""
"3253","862","2",""
"3254","861","2",""
"3255","854","2",""
"3256","865","2",""
"3257","859","2",""
"3258","839","5","55"
"3259","839","2",""
"3260","848","2",""
"3261","858","3",""
"3262","875","2",""
"3263","862","2",""
"3264","439","2",""
"3265","528","2",""
"3266","859","2",""
"3267","881","2",""
"3268","854","2",""
"3269","829","1",""
"3270","856","2",""
"3271","466","2",""
"3272","455","2",""
"3273","859","2",""
"3274","856","3",""
"3275","845","2",""
"3276","860","2",""
"3277","861","3",""
"3280","875","2",""
"3281","873","2",""
"3282","839","2",""
"3283","437","2",""
"3284","878","2",""
"3285","882","2",""
"3286","881","2",""
"3287","885","2",""
"3289","885","2",""
"3290","830","3",""
"3291","851","2",""
"3292","853","3",""
"3294","828","2",""
"3295","718","2",""
"3296","886","2",""
"3297","862","2",""
"3298","852","2",""
"3299","854","2",""
"3300","862","2",""
"3301","857","2",""
"3302","860","2",""
"3303","884","2",""
"3305","877","2",""
"3306","811","2",""
"3307","805","2",""
"3308","873","2",""
"3309","854","2",""
"3310","854","5","327"
"3311","871","2",""
"3312","854","5","36"
"3313","853","2",""
"3314","343","2",""
"3315","845","2",""
"3316","836","2",""
"3317","886","2",""
"3318","854","2",""
"3319","439","2",""
"3320","864","2",""
"3321","855","2",""
"3322","766","2",""
"3323","789","2",""
"3324","768","2",""
"3325","894","2",""
"3326","824","2",""
"3327","829","2",""
"3328","877","2",""
"3330","853","2",""
"3331","77","5","409"
"3332","799","2",""
"3333","894","2",""
"3334","894","2",""
"3335","845","2",""
"3338","854","2",""
"3339","843","2",""
"3340","881","2",""
"3341","892","2",""
"3343","854","2",""
"3344","865","2",""
"3345","719","10",""
"3346","855","2",""
"3347","910","2",""
"3348","908","2",""
"3349","844","5","374"
"3350","831","2",""
"3351","908","2",""
"3352","828","2",""
"3353","892","2",""
"3354","853","2",""
"3355","910","2",""
"3356","915","2",""
"3357","912","2",""
"3358","909","2",""
"3359","906","3",""
"3360","765","2",""
"3361","878","2",""
"3362","881","2",""
"3364","919","2",""
"3365","253","2",""
"3366","916","2",""
"3367","908","2",""
"3368","891","2",""
"3369","844","5","400"
"3370","920","2",""
"3371","177","5","400"
"3372","854","5","374"
"3373","85","2",""
"3374","915","1",""
"3375","768","2",""
"3376","20","5","8"
"3377","20","5","400"
"3378","187","2",""
"3379","915","2",""
"3380","915","2",""
"3381","898","2",""
"3382","519","2",""
"3383","908","2",""
"3384","915","2",""
"3385","910","2",""
"3386","666","2",""
"3387","910","5","120"
"3388","910","2",""
"3389","758","2",""
"3390","758","5","374"
"3391","857","2",""
"3392","815","2",""
"3393","910","2",""
"3394","456","2",""
"3395","852","2",""
"3396","920","2",""
"3397","848","2",""
"3398","839","2",""
"3399","802","2",""
"3400","915","2",""
"3401","758","2",""
"3402","760","2",""
"3403","923","3",""
"3404","761","2",""
"3405","770","2",""
"3406","838","2",""
"3407","816","2",""
"3408","925","2",""
"3409","919","2",""
"3410","930","2",""
"3411","904","2",""
"3412","904","1",""
"3413","15","2",""
"3414","838","2",""
"3415","919","2",""
"3416","925","2",""
"3417","931","2",""
"3418","933","2",""
"3419","839","5","374"
"3420","888","2",""
"3421","902","2",""
"3422","856","2",""
"3423","863","2",""
"3424","870","2",""
"3425","853","2",""
"3426","937","2",""
"3427","834","2",""
"3428","15","5","455"
"3429","910","5","455"
"3430","587","2",""
"3431","862","2",""
"3432","695","2",""
"3433","634","2",""
"3434","937","2",""
"3436","20","2",""
"3437","20","5","459"
"3438","862","2",""
"3439","856","2",""
"3440","877","2",""
"3441","862","2",""
"3442","20","5","455"
"3443","854","2",""
"3445","922","5","455"
"3449","949","2",""
"3450","802","2",""
"3451","800","2",""
"3452","854","5","303"
"3454","822","2",""
"3455","800","5","303"
"3456","862","2",""
"3457","20","2",""
"3458","956","2",""
"3459","343","2",""
"3460","279","3",""
"3461","268","2",""
"3462","861","2",""
"3463","963","2",""
"3464","962","2",""
"3465","961","2",""
"3466","766","2",""
"3467","844","2",""
"3468","789","2",""
"3469","850","2",""
"3470","910","5","29"
"3471","967","2",""
"3472","968","2",""
"3473","41","5","156"
"3474","921","2",""
"3475","965","2",""
"3476","862","2",""
"3477","854","2",""
"3478","850","2",""
"3479","886","2",""
"3480","843","2",""
"3481","765","2",""
"3482","766","2",""
"3483","106","2",""
"3484","447","2",""
"3485","872","2",""
"3486","519","2",""
"3487","488","3",""
"3488","450","2",""
"3489","892","2",""
"3490","918","2",""
"3491","516","2",""
"3492","580","2",""
"3494","969","2",""
"3495","825","2",""
"3496","922","2",""
"3497","824","2",""
"3498","973","2",""
"3500","981","2",""
"3501","922","3",""
"3502","841","2",""
"3503","978","2",""
"3504","977","2",""
"3505","829","2",""
"3506","970","2",""
"3507","789","2",""
"3508","766","2",""
"3510","944","2",""
"3511","824","5","395"
"3512","941","2",""
"3513","920","2",""
"3514","397","2",""
"3515","852","2",""
"3516","343","2",""
"3517","766","2",""
"3518","855","2",""
"3519","870","2",""
"3520","809","2",""
"3521","324","2",""
"3522","915","2",""
"3523","928","2",""
"3524","974","2",""
"3526","85","2",""
"3527","206","2",""
"3528","987","2",""
"3529","990","5","486"
"3530","986","5","486"
"3531","839","5","510"
"3532","931","2",""
"3533","967","2",""
"3535","765","2",""
"3536","545","2",""
"3537","537","2",""
"3538","482","5","496"
"3539","994","2",""
"3540","52","2",""
"3541","368","2",""
"3542","84","2",""
"3543","166","1",""
"3545","933","2",""
"3546","897","2",""
"3547","71","1",""
"3548","307","1",""
"3549","990","2",""
"3550","631","2",""
"3551","15","5","486"
"3552","637","2",""
"3553","844","5","486"
"3554","741","3",""
"3555","536","2",""
"3556","536","5","469"
"3557","930","5","37"
"3558","800","2",""
"3559","529","2",""
"3560","802","2",""
"3561","922","2",""
"3562","929","2",""
"3563","927","2",""
"3564","852","2",""
"3565","537","2",""
"3566","998","2",""
"3567","545","2",""
"3568","82","2",""
"3569","497","5","496"
"3570","871","2",""
"3571","853","5","486"
"3572","536","2",""
"3573","537","2",""
"3574","563","2",""
"3575","1004","2",""
"3576","15","2",""
"3577","41","5","526"
"3578","973","2",""
"3579","984","2",""
"3580","990","2",""
"3581","839","5","455"
"3582","862","2",""
"3583","994","2",""
"3584","822","5","455"
"3585","839","2",""
"3586","839","5","284"
"3587","852","2",""
"3588","536","5","370"
"3589","920","2",""
"3590","977","2",""
"3591","841","2",""
"3592","839","2",""
"3593","839","5","395"
"3594","886","2",""
"3595","843","2",""
"3596","927","2",""
"3597","836","2",""
"3598","801","2",""
"3599","1007","5","486"
"3600","1015","2",""
"3601","1014","2",""
"3602","571","2",""
"3603","1008","2",""
"3604","1005","2",""
"3605","984","5","486"
"3606","480","2",""
"3607","811","2",""
"3609","1015","2",""
"3610","480","5","370"
"3611","536","2",""
"3612","839","5","486"
"3613","637","2",""
"3616","106","2",""
"3617","181","2",""
"3618","836","2",""
"3619","445","2",""
"3620","1017","2",""
"3621","1012","2",""
"3622","910","5","486"
"3623","893","10",""
"3624","279","2",""
"3625","1024","2",""
"3626","969","1",""
"3627","873","2",""
"3628","851","2",""
"3629","969","2",""
"3630","1020","2",""
"3631","1013","2",""
"3632","1029","2",""
"3633","981","2",""
"3634","856","2",""
"3635","862","2",""
"3636","860","2",""
"3637","861","2",""
"3638","1023","2",""
"3639","1008","2",""
"3640","1003","2",""
"3641","853","2",""
"3642","614","10",""
"3643","971","2",""
"3644","946","2",""
"3645","951","2",""
"3646","1025","2",""
"3647","1026","2",""
"3648","986","2",""
"3649","1027","2",""
"3650","250","2",""
"3651","945","2",""
"3652","870","2",""
"3654","889","2",""
"3655","922","5","486"
"3656","90","5","486"
"3657","854","2",""
"3658","239","2",""
"3659","809","5","486"
"3660","994","2",""
"3661","538","2",""
"3662","999","2",""
"3663","862","2",""
"3665","190","2",""
"3666","311","1",""
"3667","1025","2",""
"3668","119","2",""
"3669","239","2",""
"3670","994","2",""
"3671","850","2",""
"3673","1040","5","373"
"3674","1039","2",""
"3675","437","5","164"
"3676","439","2",""
"3677","757","2",""
"3678","437","2",""
"3679","1014","2",""
"3680","888","2",""
"3681","239","2",""
"3682","1037","10",""
"3683","945","2",""
"3684","948","2",""
"3685","766","2",""
"3686","901","2",""
"3687","889","2",""
"3689","854","5","164"
"3690","1010","2",""
"3691","862","2",""
"3693","856","2",""
"3694","857","2",""
"3695","861","2",""
"3696","856","2",""
"3697","857","2",""
"3698","862","2",""
"3699","877","2",""
"3700","529","2",""
"3701","1046","2",""
"3702","854","2",""
"3703","856","2",""
"3704","979","2",""
"3705","1032","2",""
"3707","991","2",""
"3708","169","2",""
"3709","239","2",""
"3710","119","2",""
"3711","90","2",""
"3712","1048","2",""
"3713","1054","2",""
"3714","1014","2",""
"3715","766","2",""
"3716","789","2",""
"3717","768","2",""
"3718","1046","2",""
"3719","85","5","374"
"3720","1045","2",""
"3721","1045","2",""
"3722","559","2",""
"3723","854","2",""
"3724","854","5","469"
"3726","1060","3",""
"3727","663","2",""
"3728","671","2",""
"3729","1059","2",""
"3730","616","2",""
"3731","616","5","469"
"3732","1059","2",""
"3733","618","2",""
"3734","1065","2",""
"3735","390","2",""
"3736","1068","2",""
"3737","994","2",""
"3738","1060","3",""
"3739","1036","2",""
"3740","844","2",""
"3741","853","2",""
"3742","853","5","263"
"3743","871","2",""
"3744","870","2",""
"3745","1059","2",""
"3746","1045","2",""
"3747","1054","2",""
"3748","1048","2",""
"3749","693","2",""
"3751","1073","3",""
"3752","1065","3",""
"3753","616","2",""
"3754","1064","2",""
"3755","905","2",""
"3756","74","2",""
"3757","1056","2",""
"3758","254","2",""
"3759","850","2",""
"3760","1077","2",""
"3762","251","2",""
"3763","306","2",""
"3764","1008","1",""
"3765","945","2",""
"3766","326","1",""
"3767","691","2",""
"3768","385","1",""
"3769","1059","2",""
"3770","856","2",""
"3771","857","2",""
"3772","571","2",""
"3773","1056","1",""
"3774","948","2",""
"3775","1078","2",""
"3776","1085","5","395"
"3777","1085","2",""
"3779","941","2",""
"3780","865","2",""
"3784","1087","2",""
"3785","618","2",""
"3786","1079","2",""
"3787","870","2",""
"3788","871","2",""
"3789","973","2",""
"3790","912","2",""
"3791","868","2",""
"3793","343","2",""
"3794","270","2",""
"3795","1098","3",""
"3796","1061","2",""
"3797","854","2",""
"3798","854","5","623"
"3799","1086","2",""
"3800","1089","2",""
"3801","794","2",""
"3802","651","2",""
"3803","1104","2",""
"3804","1099","2",""
"3805","609","2",""
"3806","658","2",""
"3807","554","2",""
"3808","585","2",""
"3809","595","2",""
"3810","766","2",""
"3811","1099","2",""
"3812","1079","2",""
"3813","974","2",""
"3814","978","2",""
"3815","1079","5","635"
"3816","1103","2",""
"3817","1032","2",""
"3819","862","2",""
"3820","1069","2",""
"3821","518","2",""
"3822","785","2",""
"3823","1106","2",""
"3825","1107","2",""
"3826","1093","2",""
"3827","839","2",""
"3828","1068","2",""
"3829","1041","2",""
"3830","1023","2",""
"3831","908","2",""
"3832","585","2",""
"3833","595","2",""
"3834","592","2",""
"3835","1065","3",""
"3836","765","2",""
"3837","1083","2",""
"3838","1083","2",""
"3839","1068","2",""
"3840","1069","3",""
"3841","1072","2",""
"3842","768","2",""
"3843","82","2",""
"3844","1036","2",""
"3845","865","2",""
"3846","854","2",""
"3847","766","2",""
"3848","766","3",""
"3849","910","5","416"
"3850","964","2",""
"3851","366","2",""
"3852","1104","2",""
"3853","1115","2",""
"3854","1041","2",""
"3856","1105","2",""
"3857","1079","2",""
"3858","1008","2",""
"3859","1102","2",""
"3860","1086","5","395"
"3861","1097","2",""
"3862","1115","2",""
"3863","1086","2",""
"3864","1099","2",""
"3865","1079","2",""
"3866","854","2",""
"3867","854","5","254"
"3868","862","2",""
"3869","1068","2",""
"3870","1093","2",""
"3871","856","2",""
"3872","1079","2",""
"3873","877","2",""
"3874","844","2",""
"3875","945","2",""
"3876","948","2",""
"3877","85","2",""
"3878","206","2",""
"3879","966","2",""
"3880","890","2",""
"3881","1095","2",""
"3882","1114","2",""
"3883","1120","2",""
"3884","1119","2",""
"3885","1063","2",""
"3886","147","2",""
"3887","1006","2",""
"3888","1059","2",""
"3889","1059","5","254"
"3890","912","2",""
"3892","1079","5","450"
"3893","1079","2",""
"3894","1086","2",""
"3895","254","2",""
"3896","252","2",""
"3897","201","2",""
"3898","744","2",""
"3899","251","2",""
"3900","870","1",""
"3901","1093","2",""
"3902","176","2",""
"3903","90","2",""
"3904","90","5","450"
"3905","176","2",""
"3907","839","2",""
"3908","1093","2",""
"3909","1126","2",""
"3910","1059","5","666"
"3911","854","2",""
"3912","20","5","666"
"3913","370","2",""
"3914","908","5","450"
"3915","854","2",""
"3916","862","2",""
"3917","854","5","652"
"3918","960","2",""
"3919","1132","2",""
"3920","1113","2",""
"3921","1121","2",""
"3922","1003","5","666"
"3923","1003","2",""
"3924","854","2",""
"3925","862","2",""
"3926","568","2",""
"3927","1135","2",""
"3928","1045","2",""
"3929","1139","2",""
"3930","1138","2",""
"3931","240","2",""
"3932","1013","2",""
"3933","210","2",""
"3934","1137","2",""
"3935","1137","5","614"
"3936","1133","3",""
"3937","618","2",""
"3938","1141","2",""
"3939","1138","2",""
"3941","948","2",""
"3942","1137","2",""
"3943","1137","5","13"
"3944","1079","2",""
"3945","1145","2",""
"3946","1138","3",""
"3947","1067","2",""
"3948","1004","2",""
"3949","995","2",""
"3950","1130","2",""
"3951","1136","2",""
"3952","1134","2",""
"3953","1140","2",""
"3954","854","2",""
"3956","856","2",""
"3957","862","2",""
"3958","945","2",""
"3959","860","2",""
"3960","616","2",""
"3961","1144","2",""
"3962","1008","2",""
"3963","1099","2",""
"3964","1150","2",""
"3965","1079","5","253"
"3966","849","2",""
"3967","847","2",""
"3968","933","2",""
"3969","152","2",""
"3970","960","2",""
"3971","850","2",""
"3972","850","1",""
"3973","845","2",""
"3974","886","2",""
"3975","899","2",""
"3976","886","1",""
"3977","1136","2",""
"3978","696","2",""
"3979","662","3",""
"3980","1137","2",""
"3981","1086","2",""
"3982","1115","2",""
"3983","982","2",""
"3984","292","2",""
"3985","311","2",""
"3986","1033","2",""
"3987","20","2",""
"3988","20","5","252"
"3989","1145","2",""
"3990","119","2",""
"3991","99","2",""
"3992","143","2",""
"3994","1099","2",""
"3995","1151","2",""
"3996","854","2",""
"3997","854","5","253"
"3998","1132","2",""
"3999","1151","1",""
"4000","1099","2",""
"4001","1152","2",""
"4002","1132","2",""
"4003","857","2",""
"4004","910","5","253"
"4005","948","2",""
"4006","552","5","253"
"4007","372","2",""
"4008","82","2",""
"4009","1086","2",""
"4010","1045","5","253"
"4011","15","2",""
"4012","915","2",""
"4013","405","2",""
"4014","1132","2",""
"4015","1138","2",""
"4016","1105","2",""
"4017","1128","2",""
"4018","1068","2",""
"4019","862","2",""
"4020","854","2",""
"4021","1099","2",""
"4022","1139","2",""
"4023","801","2",""
"4024","328","2",""
"4025","811","2",""
"4026","1008","2",""
"4027","915","2",""
"4028","910","2",""
"4029","1154","2",""
"4030","1107","2",""
"4031","618","2",""
"4032","616","2",""
"4033","1015","2",""
"4035","1086","2",""
"4036","106","2",""
"4037","20","2",""
"4038","870","2",""
"4039","766","2",""
"4040","789","2",""
"4041","767","2",""
"4042","366","2",""
"4043","1072","2",""
"4044","1138","2",""
"4045","862","2",""
"4046","1158","2",""
"4047","210","2",""
"4048","7","5","719"
"4049","1158","2",""
"4050","973","2",""
"4051","855","2",""
"4052","871","2",""
"4053","870","2",""
"4054","853","2",""
"4055","853","5","200"
"4056","318","5","719"
"4057","318","2",""
"4058","536","5","719"
"4059","608","2",""
"4060","518","2",""
"4061","789","2",""
"4062","548","2",""
"4063","1050","2",""
"4064","986","5","465"
"4065","824","2",""
"4066","824","5","465"
"4067","1029","2",""
"4068","829","2",""
"4069","318","2",""
"4070","1155","2",""
"4071","161","2",""
"4072","1132","2",""
"4073","1099","2",""
"4074","1152","2",""
"4075","7","2",""
"4076","210","2",""
"4077","210","2",""
"4078","1147","2",""
"4079","1163","2",""
"4080","1155","2",""
"4081","1061","2",""
"4083","1098","2",""
"4084","1086","2",""
"4085","1050","5","465"
"4086","1050","2",""
"4087","1045","2",""
"4088","14","5","698"
"4089","1045","5","698"
"4091","870","2",""
"4092","512","2",""
"4093","973","2",""
"4094","913","2",""
"4095","1162","2",""
"4096","1157","2",""
"4097","1133","2",""
"4098","854","2",""
"4099","945","2",""
"4100","862","2",""
"4101","908","2",""
"4102","1112","2",""
"4103","881","2",""
"4104","978","2",""
"4105","878","2",""
"4106","999","2",""
"4107","1000","2",""
"4108","1094","2",""
"4109","1026","2",""
"4110","994","2",""
"4111","928","1",""
"4112","878","2",""
"4113","1135","2",""
"4114","854","5","543"
"4115","1050","5","543"
"4118","1099","2",""
"4119","1144","2",""
"4121","854","2",""
"4122","854","5","371"
"4123","862","2",""
"4124","1138","2",""
"4125","854","5","684"
"4126","1099","2",""
"4127","1077","2",""
"4128","851","2",""
"4129","1174","2",""
"4130","85","5","684"
"4131","49","2",""
"4132","480","5","684"
"4133","1174","2",""
"4134","49","2",""
"4135","1075","2",""
"4136","1096","2",""
"4139","150","2",""
"4140","7","5","122"
"4141","1142","2",""
"4142","1103","2",""
"4143","1148","2",""
"4144","1175","2",""
"4145","1157","2",""
"4146","1137","2",""
"4147","1171","2",""
"4148","1154","2",""
"4149","1128","2",""
"4150","536","5","122"
"4151","1144","2",""
"4152","1147","2",""
"4153","1008","2",""
"4154","1049","2",""
"4155","1165","2",""
"4157","1158","2",""
"4158","1105","3",""
"4159","1081","2",""
"4160","1178","2",""
"4161","1184","2",""
"4162","1144","2",""
"4163","387","2",""
"4164","865","1",""
"4165","1144","2",""
"4166","391","2",""
"4167","1147","2",""
"4168","1083","2",""
"4169","1083","5","35"
"4170","1185","2",""
"4171","945","2",""
"4172","1068","5","335"
"4173","1128","2",""
"4174","948","2",""
"4175","1192","2",""
"4176","1105","2",""
"4177","1147","2",""
"4178","1039","2",""
"4179","1192","2",""
"4180","1058","2",""
"4181","966","2",""
"4182","1038","2",""
"4183","1189","2",""
"4184","1099","2",""
"4185","1079","2",""
"4186","1079","5","335"
"4187","161","2",""
"4189","689","1",""
"4190","870","2",""
"4191","871","2",""
"4192","20","5","49"
"4193","20","2",""
"4196","1196","2",""
"4197","1192","2",""
"4201","853","5","335"
"4202","1008","2",""
"4203","1133","2",""
"4204","1093","2",""
"4205","15","5","716"
"4206","1003","5","716"
"4207","973","2",""
"4208","870","2",""
"4209","973","2",""
"4210","1158","2",""
"4211","1196","3",""
"4212","618","2",""
"4213","960","2",""
"4214","1158","2",""
"4215","912","2",""
"4216","1119","2",""
"4217","1140","2",""
"4218","1165","2",""
"4219","1194","2",""
"4220","1196","2",""
"4221","1195","2",""
"4222","1200","2",""
"4223","1039","2",""
"4224","1036","2",""
"4225","1120","2",""
"4226","1107","2",""
"4227","1107","5","797"
"4228","1188","2",""
"4229","1086","2",""
"4230","1086","5","797"
"4231","1201","2",""
"4232","1133","2",""
"4233","1116","2",""
"4234","106","2",""
"4235","1163","2",""
"4236","1105","2",""
"4237","978","2",""
"4238","1200","2",""
"4239","1195","2",""
"4240","1147","2",""
"4241","1050","5","8"
"4242","1050","2",""
"4243","831","1",""
"4244","737","1",""
"4245","932","2",""
"4247","637","2",""
"4248","631","2",""
"4249","109","2",""
"4251","894","2",""
"4252","1119","2",""
"4253","1191","2",""
"4254","945","2",""
"4255","455","5","789"
"4256","455","2",""
"4257","1181","2",""
"4258","1093","2",""
"4259","1068","2",""
"4260","1068","5","35"
"4261","85","2",""
"4262","85","5","789"
"4263","206","2",""
"4264","187","2",""
"4265","1141","2",""
"4266","1158","2",""
"4267","1191","2",""
"4268","966","2",""
"4269","1184","2",""
"4270","1161","2",""
"4271","1197","2",""
"4272","1192","2",""
"4273","15","2",""
"4274","933","2",""
"4275","1189","2",""
"4276","908","2",""
"4277","908","5","789"
"4278","551","1",""
"4279","904","2",""
"4280","892","2",""
"4281","1147","2",""
"4282","1138","3",""
"4283","1147","2",""
"4284","480","2",""
"4285","1149","2",""
"4286","1215","2",""
"4287","1172","2",""
"4288","1173","2",""
"4289","1189","2",""
"4290","1191","2",""
"4291","1036","5","789"
"4292","1036","2",""
"4293","1119","2",""
"4294","1050","2",""
"4295","1198","2",""
"4296","1133","2",""
"4297","1190","2",""
"4298","794","2",""
"4299","810","2",""
"4300","20","2",""
"4301","1222","2",""
"4303","1190","2",""
"4304","1144","2",""
"4305","795","2",""
"4306","804","2",""
"4307","1189","2",""
"4308","1201","1",""
"4309","1193","5","777"
"4311","1195","2",""
"4312","1197","2",""
"4313","1015","2",""
"4314","984","2",""
"4315","7","2",""
"4316","1195","2",""
"4317","106","2",""
"4318","1219","2",""
"4319","1210","2",""
"4320","1192","2",""
"4321","1214","11",""
"4322","1201","2",""
"4323","1099","2",""
"4324","878","2",""
"4326","1197","2",""
"4327","801","5","395"
"4328","480","5","395"
"4329","1139","2",""
"4330","1138","3",""
"4331","1128","2",""
"4332","1158","2",""
"4333","345","2",""
"4334","334","2",""
"4335","1001","2",""
"4336","1162","2",""
"4337","1210","2",""
"4338","1212","2",""
"4339","1072","2",""
"4340","1212","2",""
"4341","1171","2",""
"4342","765","2",""
"4343","766","2",""
"4344","1178","2",""
"4345","789","2",""
"4346","768","2",""
"4347","1045","5","55"
"4348","1045","2",""
"4349","965","2",""
"4350","1114","2",""
"4351","1199","2",""
"4352","1091","2",""
"4353","1217","2",""
"4354","1218","2",""
"4355","1212","2",""
"4356","1109","2",""
"4357","1122","2",""
"4358","1191","2",""
"4359","1152","2",""
"4360","1128","2",""
"4361","1119","2",""
"4362","1119","5","402"
"4363","1228","2",""
"4364","1140","2",""
"4365","455","2",""
"4366","568","2",""
"4367","1086","5","400"
"4368","1195","2",""
"4369","536","5","789"
"4370","765","5","400"
"4371","536","2",""
"4372","766","2",""
"4373","1192","2",""
"4374","1018","2",""
"4375","1237","2",""
"4376","1236","2",""
"4377","1229","2",""
"4378","1228","2",""
"4379","20","2",""
"4380","884","2",""
"4381","948","2",""
"4382","1210","2",""
"4383","1157","5","828"
"4384","1119","2",""
"4385","1119","5","229"
"4386","1210","2",""
"4387","1219","2",""
"4388","1045","5","831"
"4389","1045","2",""
"4391","1201","2",""
"4392","1157","2",""
"4393","1162","2",""
"4394","1243","3",""
"4395","106","2",""
"4396","181","2",""
"4397","222","2",""
"4399","1197","2",""
"4400","1163","2",""
"4401","1217","2",""
"4402","1215","2",""
"4403","1079","2",""
"4404","1039","2",""
"4405","1158","2",""
"4406","1229","2",""
"4407","900","2",""
"4408","1079","5","62"
"4411","809","2",""
"4412","854","2",""
"4413","1247","2",""
"4414","652","2",""
"4415","1247","2",""
"4416","890","2",""
"4417","1035","2",""
"4418","1047","2",""
"4419","1099","2",""
"4420","1079","2",""
"4421","1079","5","241"
"4422","1132","2",""
"4423","1202","3",""
"4424","1210","2",""
"4426","1152","2",""
"4427","791","2",""
"4428","1250","2",""
"4429","1219","2",""
"4430","109","5","684"
"4431","1243","2",""
"4432","1252","3",""
"4433","1169","2",""
"4435","1250","2",""
"4436","1157","2",""
"4438","1220","2",""
"4439","1221","2",""
