Id,PostTypeId,OwnerUserId
"54682","1","26450"
"54684","2","5440"
"54687","2","1312"
"54690","2","29768"
"54691","2","19017"
"54692","2","10728"
"54693","2","8119"
"54694","2","2710"
"54695","2","16022"
"54697","1","1125"
"54698","2","27121"
"54700","1","19121"
"54701","2","26698"
"54702","2","27822"
"54703","1","30114"
"54704","2","28936"
"54705","2","28936"
"54706","2","9894"
"54707","1","29968"
"54708","2","9894"
"54710","1","19790"
"54711","2","370"
"54712","2","14520"
"54714","1","14204"
"54717","2","24433"
"54718","1","12281"
"54719","2","9825"
"54720","2","30119"
"54721","1","30123"
"54725","2","30128"
"54726","1","25623"
"83174","2","9134"
"83175","1","51542"
"83177","2","16201"
"83178","2","51546"
"83179","2","51547"
"83181","2","41580"
"83182","2","51549"
"83183","1","49100"
"83184","2","17200"
"83185","2","17200"
"3204","2","1628"
"3205","2","1597"
"3206","2","458"
"3207","2","458"
"3208","2","458"
"3209","2","458"
"3210","2","769"
"3211","2","1101"
"3212","2","1101"
"3213","2","1101"
"3214","1",""
"3215","1","891"
"3216","2","891"
"3217","2","430"
"3219","2","896"
"3221","2","891"
"3222","2","160"
"3223","1","1477"
"3224","2","51"
"3225","2","678"
"3226","2","1477"
"3227","2","51"
"3228","2","634"
"3229","2","395"
"3230","2","154"
"3231","2","891"
"3232","2","51"
"3233","2","389"
"3234","1",""
"3235","2","229"
"3236","2","452"
"3237","2","1874"
"3238","2","395"
"3239","2","1900"
"3240","2","1900"
"3241","2","189"
"3242","2","1900"
"3243","2","1120"
"3244","2","101"
"3245","2","101"
"3246","2","101"
"3247","2","1134"
"3248","1","1251"
"3249","2","111"
"3250","2","666"
"3251","2","1895"
"3252","2","1855"
"3253","1","1734"
"3254","1","1908"
"141627","2","78255"
"141628","2","101522"
"141630","1","101323"
"141631","2","98134"
"141632","2","101522"
"141633","2","101522"
"141634","2","39518"
"141635","2","18381"
"141636","1","98134"
"141637","1","100996"
"141638","2","98134"
"141641","1","100996"
"141642","2","101522"
"141643","1","101534"
"141644","2","6588"
"141645","2","98134"
"141646","1","55660"
"141647","1","9804"
"141649","2","68112"
"141650","2","5473"
"141652","1","101538"
"141654","2","4087"
"141656","1","92414"
"141658","1","101543"
"141661","2","78255"
"141662","2","101548"
"141663","1","39262"
"141664","1","101547"
"141665","1","101549"
"141667","1","95877"
"141668","2","101553"
"141671","2","2061"
"141673","1","46519"
"141674","2","46519"
"141675","2","35344"
"141676","1","70315"
"141682","2","99011"
"141683","1","101565"
"141684","1","97972"
"141685","2","98134"
"141686","2","33207"
"141687","2","44334"
"141688","1","39262"
"141689","1","95877"
"141690","1","101574"
"141691","2","98134"
"141692","2","95877"
"141694","1","97318"
"141695","2","2061"
"141697","1","89965"
"141698","1","95246"
"141699","1","100539"
"141700","1","36681"
"141702","2","67769"
"141703","2","81948"
"141704","1","97936"
"141705","2","60302"
"141706","2","49214"
"141707","1","100996"
"28064","2","20"
"28065","2","9174"
"28066","2","9166"
"28067","2","15692"
"28068","2","4857"
"28069","2","4857"
"28070","2","11530"
"28071","2","15726"
"28072","2","5224"
"28073","2","9880"
"28074","1","15724"
"28075","2","5824"
"28076","2","9880"
"28077","2","15692"
"28078","2","6588"
"28079","1","15728"
"28080","1","14030"
"28081","1","15732"
"28083","2","7191"
"28084","1","1743"
"28085","2","15736"
"28086","1","4869"
"28087","2","12531"
"28088","2","4484"
"28089","2","159"
"28090","2","9366"
"28091","2","15740"
"28092","2","15692"
"28093","1","9736"
"28095","1",""
"28096","2","8240"
"28097","2","953"
"28098","2","7697"
"28099","2","15745"
"28100","2","15728"
"28101","1","15744"
"28102","2","15748"
"28103","2","14980"
"28104","2","7328"
"28105","2","14808"
"28108","2","2472"
"28109","1","12531"
"28110","2","3830"
"28112","2","7911"
"28113","2","10199"
"28114","1","15752"
"28115","2","8119"
"28116","1","14520"
"28117","2","15753"
"28118","2","11686"
"28119","2","7514"
"28121","2","998"
"28123","2","10294"
"28124","1","5275"
"28126","2","7191"
"28127","1","15759"
"28128","2","5864"
"28130","2","8390"
"28131","2","10294"
"28132","1","15758"
"28133","1","15398"
"28134","1","15763"
"28135","1","12660"
"28136","2","6422"
"28137","2","5224"
"28138","2","12962"
"28139","2","12531"
"28140","1","15765"
"28141","2","14165"
"28142","1","15440"
"28143","2","4484"
"54727","2","14204"
"54728","2","424"
"54729","2","28944"
"54730","1","30130"
"54732","1","12626"
"54733","2","12281"
"54734","2","9825"
"54736","2","30136"
"54737","1","12281"
"54738","1","30120"
"54739","2","23306"
"54740","1","30140"
"54742","2","26250"
"54743","2","18196"
"54744","1","17438"
"54746","2","26222"
"54748","2","10008"
"54749","1","10802"
"54751","2","24964"
"54752","2","26969"
"54753","1","25596"
"54755","2","10697"
"54756","2","23695"
"54758","1","15328"
"54759","2","20399"
"54761","1","29308"
"54762","2","7191"
"54764","2","9880"
"54765","2","7862"
"54766","2","25623"
"54767","2","30159"
"54770","2","23776"
"54771","2","30163"
"54772","2","30168"
"54773","1","30170"
"54776","2","6469"
"54778","2","29356"
"54779","2","30179"
"54781","2","30181"
"54782","2","30181"
"54783","1","10802"
"54784","2","9894"
"54785","2","12670"
"54786","2","24816"
"54787","2","13052"
"54788","2","3505"
"54789","1","29968"
"54791","2","9894"
"54792","1","22241"
"54794","2","26407"
"54796","2","28936"
"54798","2","30193"
"54801","1","18611"
"54802","2","29308"
"54926","2","6169"
"54927","2","21890"
"54928","1","13471"
"54930","2","9857"
"54931","1","29968"
"54932","2","9134"
"54933","1","30306"
"54934","2","27324"
"54935","2","7191"
"54936","2","7191"
"54938","1",""
"54939","1","14204"
"54940","2","1430"
"54942","1","25623"
"54943","2","30152"
"54944","2","29970"
"54945","2","17516"
"54946","2","29970"
"54947","2","30315"
"54948","1","24464"
"54949","1","10067"
"54951","2","27379"
"54952","2","17462"
"54953","1","24011"
"54954","2","30322"
"54955","2","1430"
"54956","1","30323"
"54957","2","7191"
"54958","2","30255"
"54959","2","23459"
"54960","1","30255"
"54961","2","11573"
"54962","1","29880"
"54964","2","9134"
"54965","1","30274"
"54966","2","7804"
"54967","2","29752"
"54968","2","1430"
"54970","2","5708"
"54972","2","19126"
"54973","2","30326"
"54974","1","25505"
"54975","1","36447"
"54976","2","29768"
"54977","2","29746"
"54979","2","4410"
"54980","1","30328"
"54982","1","14884"
"54983","2","3934"
"54985","1","6867"
"54989","1","30334"
"83368","1","43452"
"83369","2","50360"
"83370","2","50360"
"83372","1","51681"
"83374","2","49010"
"83375","1","51687"
"83376","1","19974"
"83377","1","10160"
"83378","1","50853"
"83379","2","50360"
"83380","1","41692"
"83381","2","50360"
"83382","1","45239"
"83383","2","47992"
"83384","1","51696"
"83386","1","11682"
"83387","1","51700"
"83388","2","51681"
"83389","1","18490"
"83391","1","19974"
"141300","2","93108"
"141301","2","55197"
"141302","1","63208"
"141303","1","19367"
"141304","2","72006"
"141305","1","101106"
"141307","1","100510"
"141308","1","70315"
"141309","2","67769"
"141310","2","48612"
"141311","1","90568"
"141312","1","101210"
"141313","1","76061"
"141314","1","101215"
"141315","2","92462"
"141316","2","39518"
"141317","2","21890"
"141320","1","84005"
"141321","1","101223"
"141323","2","30976"
"141324","2","55939"
"141325","1","101224"
"141326","1","99673"
"141327","2","1430"
"141329","1","100751"
"141330","2","21890"
"141331","2","73658"
"141332","2","81948"
"141334","2","39518"
"141335","1","44334"
"141336","2","77997"
"141338","1","76558"
"141767","2","48943"
"141768","1","98254"
"141770","2","101653"
"141771","2","100001"
"141772","1","101547"
"141774","2","32481"
"141775","2","10408"
"141776","2","101658"
"141779","1","90968"
"141780","2","42500"
"141781","1","68959"
"141782","1","99079"
"141784","1","46817"
"141786","2","5473"
"141787","1","52270"
"141788","2","101431"
"141789","1","97653"
"141791","1","101668"
"141792","1","101662"
"141793","2","28905"
"141794","2","8280"
"141795","2","5473"
"141796","2","85650"
"141797","2","97806"
"141798","1","93584"
"141799","2","48612"
"141800","2","40264"
"141802","2","5473"
"141803","2","98103"
"141804","5","1430"
"141805","4","1430"
"141807","1","100996"
"141808","2","72219"
"141809","2","101681"
"141811","2","39518"
"141812","2","30691"
"141813","2","92551"
"141814","2","101442"
"141815","2","9033"
"28144","2","5864"
"28145","2","5125"
"28146","1","11070"
"28147","2","15768"
"28148","2","13569"
"28151","2","5661"
"28152","2","13808"
"28153","2","13808"
"28155","2","998"
"28156","1","15772"
"28157","2","15692"
"28158","2","7191"
"28159","2","15772"
"28160","2","6813"
"28161","2","5245"
"28162","1","15773"
"28163","1","3166"
"28164","2","7191"
"28165","1","10839"
"28166","2","10753"
"28167","2","15710"
"28168","2","4662"
"28169","1","12531"
"28170","2","15710"
"28171","2","7328"
"28172","1","15775"
"28173","2","15710"
"28174","2","3051"
"28175","1","15777"
"28176","2","3830"
"28177","2","7191"
"28178","1","15778"
"28179","2","15710"
"28180","1","15781"
"28181","2","7191"
"28182","1","15710"
"28183","1","9322"
"28184","2","7328"
"28185","2","15783"
"28186","1","15784"
"28187","1","15492"
"28188","2","8240"
"28190","2","1424"
"28191","2","9166"
"28192","2","998"
"28196","1","15787"
"28198","2","3624"
"28199","2","11969"
"28200","1","14569"
"28201","1","13655"
"28203","2","1279"
"28204","1","15792"
"28205","2","12531"
"28206","2","13454"
"28207","2","12531"
"28208","2","14467"
"28209","2","12531"
"28210","1","15793"
"28211","2","10192"
"28212","1","15794"
"28213","1","15794"
"28215","2","15795"
"28217","2","8328"
"28218","2","9880"
"28219","2","7328"
"28220","2","1929"
"28221","2","1929"
"28222","1","15398"
"28223","2","15565"
"28224","1","15802"
"28225","2","7191"
"28226","2","15803"
"28227","1","7359"
"28228","2","15799"
"28229","1","1278"
"28230","1",""
"28231","2","7911"
"28232","2","9174"
"28233","2",""
"28234","2","15807"
"28235","2","1424"
"28236","2","8119"
"28239","1","15812"
"28240","2","5572"
"28241","1","12085"
"28242","2",""
"28243","2","7328"
"28244","1","15815"
"28245","2","9894"
"28246","2","14586"
"28247","1","11956"
"28248","2","15816"
"28249","1","15817"
"28250","2","8861"
"28251","2","11686"
"28252","1","15793"
"28253","2","5864"
"28254","2","5864"
"28255","2","1101"
"28256","2","15820"
"28257","1","15797"
"28258","1","15821"
"28259","2","8352"
"28260","1","13094"
"28261","1","15824"
"28262","2","7191"
"54874","1","22241"
"54876","2","7831"
"54877","1","29726"
"54878","2","29141"
"54880","1","36447"
"54881","2","20770"
"54882","1","30257"
"54883","1","13052"
"54884","2","1430"
"54885","2","1430"
"54886","2","7911"
"54887","1","17462"
"54888","2","1430"
"54889","1","30255"
"54890","2","1199"
"54891","1","11573"
"54892","2","8390"
"54893","1","30290"
"54894","1","23893"
"54897","1","30293"
"54898","2","25874"
"54901","2","24433"
"54902","1","30255"
"54903","2","7191"
"54904","2","3505"
"54905","1","30284"
"54906","2","3505"
"54907","2","28936"
"54910","2","5224"
"54911","2","27324"
"54912","1","29493"
"54913","2","22277"
"54914","2","36447"
"54915","1","19793"
"54916","2","29600"
"54917","2","5708"
"54918","2","1430"
"54920","2","12281"
"54921","1","30298"
"54922","2","5060"
"54923","2","25148"
"54924","1","19367"
"54925","2","29752"
"141902","1","101765"
"141903","2","21890"
"28263","1","15829"
"28264","1","15828"
"28265","2","15830"
"28266","1","6215"
"28267","2","15809"
"28268","1","14908"
"28269","1","15819"
"28270","2","13629"
"28272","1","15834"
"28273","1","5399"
"28274","2","11412"
"28275","1","1929"
"28276","2","12085"
"28277","1","11855"
"28278","2","15836"
"28280","2","7911"
"28281","1","15841"
"28282","1","14586"
"28283","2","14586"
"28285","2","15758"
"28286","1","15845"
"28287","1","13661"
"28288","1","9206"
"28289","2","4484"
"28291","2","12531"
"28292","1","15849"
"28293","2","14808"
"28294","1","9142"
"28295","2","15852"
"28296","2","14621"
"28297","2",""
"28298","1","8181"
"28299","2","15057"
"141515","2","54060"
"141518","2","83865"
"141519","2","93538"
"141520","2","93538"
"141521","2","229"
"141522","1","101421"
"141523","1","101422"
"141524","2","21890"
"141525","2","70673"
"141526","2","67769"
"141528","1","101426"
"141529","1","100518"
"141530","2","39377"
"141532","1","101432"
"141534","2","101431"
"141536","1","90003"
"141537","2","101436"
"141538","1","84121"
"141540","2","98346"
"141542","2","33287"
"141543","1","101441"
"141545","2","51087"
"141546","2","1430"
"141549","2","65776"
"141550","2","5864"
"141552","2","22713"
"141553","1","93584"
"141554","1","101458"
"141555","2","98983"
"141556","1","34249"
"141558","2","21890"
"141559","1","91578"
"141560","2","75627"
"141561","2","39518"
"141562","1","98134"
"141564","1","100931"
"141566","2","39518"
"141567","2","100931"
"141568","1","100979"
"141569","1","70267"
"141571","2","70267"
"141572","2","5473"
"141573","1","92414"
"141575","2","48612"
"141577","2","99187"
"141578","2","78255"
"141579","1","59854"
"141580","1","83147"
"141581","1","101106"
"141582","2","9134"
"141583","2","48629"
"141584","1","78621"
"141586","2","65776"
"141587","2","101309"
"141588","1","101490"
"141589","2","55572"
"141590","2","14706"
"141593","1","84005"
"141594","2","5864"
"141595","1","101503"
"141596","1","100996"
"141597","2","48612"
"2984","2","154"
"2985","2","656"
"2986","2","370"
"2987","2","1593"
"2988","1",""
"2989","2","452"
"2990","2","458"
"2991","2","447"
"2992","2","458"
"2993","2","8"
"2994","2","1163"
"2995","2","1543"
"2996","1","1553"
"2997","2","469"
"2998","2","458"
"2999","1","831"
"3000","2","1543"
"3001","2","119"
"3002","2","647"
"3003","1","1775"
"3004","2","165"
"3005","2","647"
"3006","2","891"
"3007","2","189"
"3008","2","539"
"3009","2","395"
"3010","2","323"
"3011","2","1800"
"3012","2","1800"
"3013","2","1800"
"3014","2","1800"
"3015","2","1669"
"3016","2","154"
"3017","2","1804"
"3018","2","919"
"3019","2","678"
"3020","2","1141"
"3021","2","865"
"3022","2","395"
"3023","1","666"
"3024","2","1749"
"3025","2","1806"
"3026","1","1251"
"3027","2","1101"
"3028","2","1623"
"3029","1","119"
"3030","2","1101"
"3031","2","1101"
"3032","2","335"
"3033","2","678"
"3034","2","1809"
"3035","2","458"
"3036","2","678"
"3037","2","1684"
"3038","2","430"
"3039","1","430"
"3040","2","136"
"3041","2","852"
"3042","2","1524"
"3043","2","8"
"3044","2","1101"
"3045","1","101"
"3046","2","1811"
"3047","1","1745"
"3048","2","136"
"3049","2","154"
"3050","2","136"
"3051","1","354"
"3052","2","1651"
"3053","2","1651"
"3054","2","1651"
"3055","2","1477"
"3056","2","1780"
"3057","2","360"
"3058","2","370"
"3059","2","27"
"3060","2","27"
"114904","2","72423"
"114905","1","73126"
"114907","2","67831"
"114909","1","72156"
"114910","1","57320"
"114911","1","77626"
"114912","2","76238"
"114913","2","40264"
"114914","2","10728"
"114915","2","49507"
"114916","2","13101"
"114917","1","49507"
"114918","1","12294"
"114919","1","59065"
"114920","2","2212"
"114921","2","26037"
"114924","2","59065"
"114925","1","62256"
"114926","1","77567"
"114927","2","69102"
"114928","2","75627"
"114929","2","51745"
"114930","2","76238"
"114931","2","63132"
"114934","2","1430"
"114937","1","45531"
"114938","1","77342"
"114939","2","77543"
"114940","2","39518"
"114941","2","40264"
"114944","1","16409"
"114945","2","75627"
"114946","1","66077"
"114947","2","75627"
"114949","2","77647"
"114951","1","77373"
"114953","1","66773"
"114954","2","75627"
"114955","1","50701"
"114956","1","49088"
"114957","2","77537"
"114960","1","77656"
"114962","1","77662"
"114963","1","59873"
"141963","1","86657"
"141965","2","101177"
"141966","1","101824"
"141968","1","29842"
"141969","2","65776"
"141970","2","12993"
"141972","1","63687"
"141973","1","101826"
"141975","2","10408"
"141976","2","101786"
"141978","2","99971"
"141979","2","101833"
"141980","1","101838"
"141982","2","81690"
"141983","1","101679"
"141984","2","68989"
"141986","1","89313"
"141987","1","3689"
"141988","1","100830"
"141989","1","41345"
"141990","5","-1"
"141991","4","41345"
"141992","2","101844"
"141993","2","95592"
"141994","2","101431"
"141995","1","78255"
"141996","1","74820"
"141997","1","57190"
"141999","1","101849"
"142000","2","78255"
"142002","2","74820"
"142003","1","78696"
"83516","2","9894"
"83517","2","12337"
"83518","2","45550"
"83519","2","45550"
"83520","2","45550"
"83521","2","22612"
"83522","1","51812"
"83524","1","16420"
"83525","1","46507"
"83526","1","51815"
"83527","2","51816"
"83528","2","40079"
"83529","2","7191"
"83530","2","7191"
"83531","2","3505"
"83532","1","43249"
"83533","2","12670"
"83534","2","16420"
"83535","2","36097"
"83536","2","51814"
"83537","1","23791"
"83538","2","51713"
"83539","2","10981"
"83541","2","7804"
"83542","1","51820"
"83543","1","13052"
"83544","2","35146"
"83545","1","4779"
"83546","1","4779"
"83547","2","23408"
"83548","2","23408"
"83550","2","22612"
"83553","2","9166"
"83554","2","51825"
"83555","2","49857"
"83556","1","30568"
"83557","2","7466"
"83559","2","6588"
"83562","2","26969"
"83565","2","14165"
"54605","1","140"
"54606","2","27379"
"83105","2","50218"
"83106","2","50218"
"83107","2","50970"
"83108","2","40623"
"83109","1","51495"
"83111","2","50218"
"83113","2","40623"
"83114","2","51488"
"83115","2","51463"
"83116","1","42465"
"83117","1","15635"
"83119","2",""
"83120","2","46746"
"83122","1","30120"
"83123","1","50273"
"83125","2","24002"
"83126","2","51504"
"83128","1","14628"
"83129","2","35669"
"83130","2","2472"
"83131","2","16879"
"83132","2","35669"
"83133","2","35669"
"83134","2","6588"
"83135","1","20150"
"83138","2","7697"
"83139","2","50970"
"83140","2","51511"
"83143","1","51033"
"83144","1","48156"
"83145","1","25429"
"83147","2","30326"
"83150","1","49514"
"83151","2","16879"
"83152","1","51521"
"83153","2","51514"
"83154","2","51514"
"83156","1","15732"
"83157","2","30326"
"83158","2","30326"
"83159","1","49238"
"83160","1","51526"
"83161","1","50207"
"83162","2","21890"
"83164","2","36172"
"83165","1","46317"
"83167","2","51533"
"83169","2","51534"
"83170","1","51535"
"83171","2","35236"
"83172","1","51538"
"3343","1","141"
"3344","2","400"
"3345","1","302"
"3346","1","1947"
"3347","2","189"
"3349","1","1745"
"3350","2","1580"
"3351","1","1945"
"3352","2","1004"
"3353","2","1943"
"3354","2","1943"
"3355","2","1156"
"3356","2","1628"
"3357","2","288"
"3358","2",""
"3359","2","382"
"3360","1","1593"
"3361","2","1943"
"3362","2","1923"
"3363","2","458"
"3364","2","452"
"3365","2","950"
"3366","2","465"
"3367","2","539"
"3368","2","1780"
"3369","2","370"
"3370","2","1780"
"3371","2","1931"
"3372","2","891"
"3373","2","1931"
"3374","1","891"
"3375","2","865"
"3376","2","51"
"3377","1","469"
"3378","2","1780"
"3379","2","395"
"3380","1","47"
"3381","2","1955"
"3382","2","1923"
"3383","1","776"
"3384","2","865"
"3385","1","1957"
"3387","2","1738"
"3388","2","1931"
"3389","2","323"
"3390","2","323"
"3391","2","1750"
"3392","2","1279"
"3393","2","1156"
"3394","2","1156"
"3395","1","1959"
"3396","2","1742"
"3397","2","350"
"3398","2","1156"
"3399","2","1134"
"115186","1","75648"
"115188","2","21890"
"115189","2","75055"
"115191","2","31109"
"115192","2","36504"
"115193","2","77855"
"115194","2","77856"
"115195","2","19427"
"115196","2","62256"
"115198","2","75699"
"115199","2","75823"
"115200","2","72642"
"115202","2","76238"
"115203","1","71815"
"115204","2","75627"
"115205","1","51336"
"115206","2","51336"
"115207","1","75648"
"115208","2","60144"
"115209","2","52682"
"115210","1","77861"
"115211","2","7697"
"115212","2","72642"
"115213","2","66382"
"115214","2","30632"
"115215","2","75626"
"115222","1","77872"
"115223","2","67583"
"115224","2","49493"
"115225","2","77373"
"115227","2","76421"
"115228","1","77880"
"115229","1","68043"
"115230","2","32649"
"115231","2","31265"
"115232","1","39026"
"115234","2","31233"
"115235","2","5864"
"115236","2","57825"
"115237","1","57164"
"115238","1","74967"
"115240","1","68618"
"115241","1","34618"
"115242","1","73422"
"115243","1","77892"
"115244","2","7697"
"115245","1","75356"
"115246","2","3644"
"115247","1","62689"
"115248","1","11255"
"115249","2","23432"
"115250","2","49507"
"115251","1","57681"
"115252","1","77904"
"115253","2","77903"
"115254","2","23408"
"115255","2","15311"
"115258","1","76629"
"115259","2","77898"
"115262","5","40264"
"115263","4","40264"
"115266","2","75626"
"115267","1","77918"
"115269","1","75033"
"115270","1","66077"
"115271","2","1430"
"115272","2","23432"
"141816","2","46384"
"141817","1","92752"
"141818","2","75627"
"141821","2","98254"
"141822","1","101538"
"141823","1","100931"
"141825","2","101648"
"141826","2","26250"
"141828","1","101703"
"141829","2","93538"
"141830","1","101704"
"141831","2","81690"
"141833","1","101706"
"141834","2","101708"
"141835","1","93875"
"141837","2","19012"
"141838","2","101710"
"141839","2","101708"
"141840","2","68844"
"141841","1","101713"
"141842","2","67769"
"141843","2","100931"
"141844","1","101714"
"141845","2","26250"
"141846","2","67769"
"141847","2","69677"
"141848","1","76198"
"141849","1","101717"
"141850","2","67831"
"141851","1","97132"
"141852","2","5473"
"141853","2","63208"
"141854","2","35344"
"141855","2","60431"
"141857","1","25009"
"141858","1","101726"
"141860","1","101727"
"141861","2","5473"
"141862","5","1430"
"141863","4","1430"
"141864","2","95246"
"141866","1","101731"
"141867","2","65776"
"141868","2","98134"
"141869","1","91510"
"141870","2","97720"
"141871","2","101734"
"141872","1","54560"
"141873","2","92752"
"141875","1","101737"
"141877","2","23826"
"141878","1","14706"
"141881","2","101238"
"141882","1","101354"
"141884","1","76645"
"141885","2","101189"
"141887","1","92349"
"141888","2","77195"
"141890","1","101654"
"141894","1","101754"
"141896","2","14706"
"141897","2","101148"
"141898","1","101757"
"141899","2","35344"
"141900","2","9134"
"141901","2","101431"
"115451","1","78077"
"142004","2","76410"
"142007","1","101679"
"142008","2","78696"
"142009","1","79504"
"142010","1","100660"
"142011","2","78696"
"142013","1","101860"
"142014","2","99321"
"142016","2","101503"
"142017","1","101865"
"142019","2","46008"
"142021","1","101534"
"142023","2","1430"
"83305","2","49138"
"83306","2","16420"
"83308","2","16420"
"83309","2","16420"
"83310","2","49945"
"83311","2","16420"
"83312","2","16420"
"83313","2","16420"
"83314","1","51641"
"83315","2","46024"
"83316","2","51643"
"83317","2","34325"
"83318","2","51393"
"83319","1","51646"
"83320","2","43932"
"83322","1","51651"
"83323","2",""
"83324","1","51652"
"83326","2","22026"
"83328","1","51654"
"83329","2","22026"
"83331","2","7191"
"83333","1","6097"
"83334","2","28944"
"83335","2","19829"
"83336","2",""
"83337","1","9798"
"83338","1","14500"
"83339","1","43702"
"83340","1","34082"
"83341","2","51488"
"83342","2","7191"
"83343","2","51668"
"83344","2","39983"
"83345","2","49528"
"83346","2","5864"
"83348","2","50715"
"83350","1","33820"
"83352","2","50360"
"83353","2","29809"
"83354","1","36617"
"83355","1","45459"
"83356","1","51672"
"83357","2","49945"
"83359","1","4105"
"83361","2","7787"
"83363","2","51673"
"83364","1","51565"
"83366","1","51208"
"83367","2","33968"
"3138","2","1780"
"3140","1","295"
"3141","2","1863"
"3142","1","1263"
"3143","2","1443"
"3144","2","259"
"3145","2","1856"
"3146","1","778"
"3147","1","1868"
"3148","1","1700"
"3149","2","154"
"3150","2","1143"
"3151","2","1655"
"3152","2","1156"
"3153","2","259"
"3154","1","769"
"3155","2","1156"
"3156","2","1219"
"3158","2","1352"
"3159","2","1628"
"3160","2","1456"
"3161","2","259"
"3162","2","119"
"3163","2",""
"3164","1","119"
"3165","2","1312"
"3166","2","1156"
"3167","2","1593"
"3168","2","1874"
"3169","2","1557"
"3170","2","395"
"3171","2","1863"
"3172","2","154"
"3173","1","119"
"3174","2","51"
"3175","2","395"
"3176","2","1780"
"3177","2","962"
"3178","2","1879"
"3179","2","138"
"3180","1","1881"
"3181","2","678"
"3182","2","1477"
"3183","1","1263"
"3184","2","818"
"3185","2","165"
"3186","1","1702"
"3187","2","1477"
"3188","1","141"
"3189","2","919"
"3190","2","647"
"3192","2","370"
"3193","1","404"
"3194","2","778"
"3195","2","678"
"3196","1","919"
"3197","2","678"
"3198","2","741"
"3199","2","741"
"3200","2",""
"3201","1","119"
"3202","2","259"
"3203","2","1101"
"28357","1","9881"
"28358","2","15692"
"28359","2","15809"
"28360","2","1887"
"28361","1","802"
"28363","1","13895"
"28364","1","14070"
"28365","2","1929"
"28366","2","7191"
"28367","2","15882"
"28368","2","2472"
"28369","2","15809"
"28370","2","6588"
"28371","1","15294"
"28372","1","11070"
"28373","2","3830"
"28374","2","15886"
"28376","1","15887"
"28377","2","15057"
"28378","2","3830"
"28379","1","8017"
"28380","1","1067"
"28381","2","168"
"28383","2","11686"
"28384","2","3830"
"28385","2","15256"
"28386","2","11686"
"28387","1","5767"
"28388","2","10697"
"28389","2","14586"
"28390","1","10329"
"28391","2","1101"
"28392","1","12281"
"28393","2","15893"
"28394","2","9894"
"28395","1","14586"
"28396","1","15894"
"28397","2","9894"
"28398","2","9894"
"28399","2","14354"
"28400","2","9894"
"28401","1","13702"
"28402","1","15895"
"28403","1","15828"
"28404","2","148"
"28405","2","7191"
"28407","1","5767"
"28408","2","11686"
"28409","2","15332"
"28410","2","12531"
"28411","2","7191"
"28412","1","1573"
"28413","2","7191"
"28414","2","5708"
"28415","2","7191"
"28416","2","9954"
"54991","1","8240"
"54992","2","30335"
"54993","2","29746"
"54994","2","7191"
"54996","2","29308"
"54998","1","25707"
"54999","1","30338"
"55000","2","8390"
"55001","1","27231"
"55002","2","13964"
"55003","1","29802"
"55004","2","8234"
"55005","1","28932"
"55006","2","30331"
"55007","2","9134"
"55008","1",""
"55009","2","30343"
"55010","2","30331"
"55011","2","29752"
"55013","2","26606"
"55014","2","7697"
"55015","2","17382"
"55016","2","29746"
"55017","2","9280"
"55018","1","36447"
"55019","2","21890"
"55020","2","21890"
"55022","1","30350"
"55023","2","25170"
"55024","2","25170"
"55025","1","23916"
"55026","2","25170"
"55028","2","25619"
"55029","1","30355"
"55030","2","8240"
"55031","2","2158"
"55032","1","73"
"55034","2","73"
"55035","1","30358"
"55037","2","2472"
"55038","1","30330"
"55042","1","30360"
"55044","2","7911"
"55045","1","30293"
"55047","2","8631"
"55048","1","5007"
"55049","2","5708"
"55051","2","7328"
"55052","2","30370"
"55054","1","24862"
"55056","2","8119"
"55057","1","30372"
"55058","2","25363"
"55060","2","892"
"55061","2","11141"
"55062","1","1477"
"55063","1","30376"
"55065","1","30379"
"55066","1","5708"
"55068","1","30382"
"55069","2","51"
"55072","1","30035"
"55074","2","21890"
"55075","1","27003"
"55077","2","26969"
"55079","1","30387"
"55081","2","7328"
"55082","1","22241"
"55084","1","19790"
"55085","1","30395"
"55086","2","10728"
"55087","1","26049"
"55088","2","51"
"55089","1","30397"
"115361","1","24101"
"115362","1","66339"
"115363","2","78014"
"115364","2","78014"
"115366","1","62216"
"115367","1","72795"
"115368","2","78014"
"115371","2","26037"
"115372","1","78021"
"115373","2","3644"
"115374","2","77920"
"115375","2","4546"
"115376","1","60544"
"3255","2","189"
"3256","2","1893"
"3257","2","818"
"3258","1",""
"3259","2",""
"3260","2","370"
"3261","1","292"
"3262","2","229"
"3263","2","229"
"3264","2","539"
"3265","1","370"
"3266","2","19784"
"3267","2","295"
"3268","2","27"
"3269","2","1700"
"3270","1","1700"
"3272","2","395"
"3273","1","1477"
"3274","2","1477"
"115075","1","76738"
"115076","1","77777"
"115077","2","7697"
"115078","2","66298"
"115080","1","77773"
"115081","2","26037"
"115082","1","7681"
"115083","1","76238"
"115084","2","55538"
"115085","2","67831"
"115087","1","77786"
"115088","2","49507"
"115089","2","72685"
"115090","2","75716"
"115092","2","69677"
"115093","1","77791"
"115094","2","10728"
"115095","2","77452"
"115096","2","77452"
"115098","2","75626"
"115099","2","39518"
"115100","2","21890"
"115101","1","61830"
"115102","2","47977"
"115104","2","64767"
"115105","1","77532"
"115106","1","77797"
"115107","2","26037"
"115108","2","77800"
"115109","1","77804"
"115110","1","77799"
"115111","2","77797"
